src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,2,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,3,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,4,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,5,conv1,scatter,3136,49,3338,0.0007339724,0,3339,25047
0,8,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,9,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,20,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,21,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,22,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,36,conv1,scatter,16856,264,3338,0.0039544638,0,3339,25047
0,38,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,39,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,40,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,41,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,44,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,45,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,56,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,57,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,58,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,74,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,75,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,76,conv1,scatter,3136,49,3338,0.0007339724,0,3339,25047
0,77,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,80,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,81,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
0,92,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,93,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
0,94,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
1,36,conv1,reduce,100352,1568,3338,0.0234871180,0,3339,25047
2,12,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,13,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,18,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,19,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,24,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,25,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,48,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,49,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,54,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,55,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,60,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,84,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,85,conv2,scatter,16856,264,15027,0.0008784188,3339,18367,25047
2,90,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,91,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
2,96,conv2,scatter,8232,129,15027,0.0004292274,3339,18367,25047
3,38,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
4,2,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
5,38,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
6,0,conv1,reduce,100352,1568,3338,0.0234871180,0,3339,25047
6,28,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,29,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,32,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,42,conv1,scatter,16856,264,3338,0.0039544638,0,3339,25047
6,64,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,65,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,68,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,100,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,101,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
6,104,shortcut,scatter,16856,264,25045,0.0005270513,0,25046,25047
7,36,conv1,reduce,100352,1568,3338,0.0234871180,0,3339,25047
8,2,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
9,38,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
10,2,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
11,38,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
14,2,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
15,38,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
16,2,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
17,38,conv2,reduce,100352,1568,15027,0.0052172756,3339,18367,25047
19,48,conv3,reduce,100352,1568,6678,0.0117400419,18367,25046,25047
20,12,shortcut,add,22344,350,25045,0.0006987423,0,25046,25047
21,13,shortcut,add,14112,221,25045,0.0004412058,0,25046,25047
21,84,shortcut,add,8232,129,25045,0.0002575364,0,25046,25047
22,18,shortcut,add,5880,92,25045,0.0001836694,0,25046,25047
22,85,shortcut,add,16464,258,25045,0.0005150729,0,25046,25047
23,20,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
24,49,conv3,reduce,100352,1568,6678,0.0117400419,18367,25046,25047
25,54,conv3,reduce,100352,1568,6678,0.0117400419,18367,25046,25047
26,21,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
27,22,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
28,20,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
29,21,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
30,84,conv3,reduce,100352,1568,6678,0.0117400419,18367,25046,25047
31,85,conv3,reduce,100352,1568,6678,0.0117400419,18367,25046,25047
32,22,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
33,20,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
34,21,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
35,22,shortcut,reduce,89376,1397,25045,0.0027889798,0,25046,25047
36,10,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,11,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,14,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,15,conv1,scatter,3136,49,3338,0.0007339724,0,3339,25047
36,16,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,17,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,46,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,47,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,50,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,51,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,52,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,53,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
36,82,conv1,scatter,2940,46,3338,0.0006890354,0,3339,25047
