src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,1,conv1,scatter,50176,784,5137,0.0039680748,0,5138,38536
0,4,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
0,5,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
0,6,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
0,7,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
0,8,conv1,scatter,5880,92,5137,0.0004656414,0,5138,38536
0,9,conv1,scatter,5880,92,5137,0.0004656414,0,5138,38536
0,10,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
0,11,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
0,12,conv1,scatter,2940,46,5137,0.0002328207,0,5138,38536
0,13,conv1,scatter,2940,46,5137,0.0002328207,0,5138,38536
0,30,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,31,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,32,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,33,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,34,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,35,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,36,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
0,37,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
1,12,conv1,scatter,2940,46,5137,0.0002328207,0,5138,38536
1,13,conv1,scatter,2940,46,5137,0.0002328207,0,5138,38536
1,14,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
1,15,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
1,16,conv1,scatter,5880,92,5137,0.0004656414,0,5138,38536
1,17,conv1,scatter,5880,92,5137,0.0004656414,0,5138,38536
1,18,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
1,19,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
1,20,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
1,21,conv1,scatter,5684,89,5137,0.0004504575,0,5138,38536
2,0,conv1,reduce,100352,1568,5137,0.0079361495,0,5138,38536
2,3,conv1,scatter,50176,784,5137,0.0039680748,0,5138,38536
2,38,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,39,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,40,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,41,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,42,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,43,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,44,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
2,45,shortcut,scatter,50176,784,38534,0.0005289874,0,38535,38536
3,1,conv1,reduce,100352,1568,5137,0.0079361495,0,5138,38536
4,22,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,23,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,24,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,25,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,26,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,27,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,28,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
4,29,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,22,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,23,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,24,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,25,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,26,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,27,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,28,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
5,29,conv2,scatter,25088,392,23120,0.0004408304,5138,28259,38536
6,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
7,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
8,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
9,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
10,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
11,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
12,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
13,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
14,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
15,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
16,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
17,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
18,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
19,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
20,4,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
21,5,conv2,reduce,100352,1568,23120,0.0017633218,5138,28259,38536
30,22,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
31,23,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
32,24,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
33,25,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
34,26,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
35,27,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
36,28,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
37,29,shortcut,add,25088,392,38534,0.0002644937,0,38535,38536
38,30,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
39,31,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
40,32,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
41,33,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
42,34,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
43,35,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
44,36,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
45,37,shortcut,reduce,100352,1568,38534,0.0010579748,0,38535,38536
