src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,1,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
0,2,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
0,3,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
0,4,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,5,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,6,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,7,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,12,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,13,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,14,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,15,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,16,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
0,17,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
0,18,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
0,19,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
1,16,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
1,17,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
1,18,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
1,19,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
1,20,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
1,21,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
1,22,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
1,23,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
2,20,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
2,21,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
2,22,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
2,23,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
2,24,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
2,25,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
2,26,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
2,27,conv5,scatter,122304,1911,23120,0.0041327855,0,23121,115606
3,24,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
3,25,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
3,26,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
3,27,conv5,scatter,40768,637,23120,0.0013775952,0,23121,115606
3,28,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
3,29,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
3,30,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
3,31,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
4,0,conv5,reduce+scatter,805952,12593,23120,0.0272339965,0,23121,115606
4,1,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,2,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,3,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,5,conv5,scatter,137984,2156,23120,0.0046626298,0,23121,115606
4,6,conv5,scatter,137984,2156,23120,0.0046626298,0,23121,115606
4,7,conv5,scatter,137984,2156,23120,0.0046626298,0,23121,115606
4,8,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,9,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,10,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,11,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
5,1,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
6,2,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
7,3,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
8,0,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
8,4,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
8,5,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
8,6,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
8,7,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
8,9,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
8,10,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
8,11,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
9,1,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
10,2,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
11,3,conv5,reduce,802816,12544,23120,0.0271280277,0,23121,115606
12,32,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
12,33,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
12,34,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
12,35,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
12,36,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
12,37,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
12,38,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
12,39,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
13,36,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
13,37,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
13,38,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
13,39,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
13,40,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
13,41,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
13,42,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
13,43,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
14,40,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
14,41,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
14,42,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
14,43,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
14,44,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
14,45,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
14,46,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
14,47,conv6,scatter,122304,1911,46241,0.0020663480,23121,69363,115606
15,44,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
15,45,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
15,46,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
15,47,conv6,scatter,40768,637,46241,0.0006887827,23121,69363,115606
15,48,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
15,49,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
15,50,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
15,51,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
16,12,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
17,13,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
18,14,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
19,15,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
20,12,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
21,13,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
22,14,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
23,15,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
24,12,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
25,13,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
26,14,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
27,15,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
28,12,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
29,13,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
30,14,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
31,15,conv6,reduce,802816,12544,46241,0.0135637205,23121,69363,115606
36,32,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
37,33,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
38,34,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
39,35,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
40,32,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
41,33,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
42,34,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
43,35,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
44,32,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
45,33,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
46,34,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
47,35,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
48,32,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
49,33,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
50,34,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
51,35,conv7,reduce,802816,12544,46241,0.0135637205,69363,115605,115606
