src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,1,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
0,2,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,3,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,6,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,7,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,8,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,9,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
0,10,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
0,11,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
1,10,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
1,11,conv5,scatter,81536,1274,23120,0.0027551903,0,23121,115606
1,12,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
1,13,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
1,14,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
1,15,conv5,scatter,163072,2548,23120,0.0055103806,0,23121,115606
2,0,conv5,reduce+scatter,1608768,25137,23120,0.0543620242,0,23121,115606
2,1,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
2,3,conv5,scatter,137984,2156,23120,0.0046626298,0,23121,115606
2,4,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
2,5,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
3,1,conv5,reduce,1605632,25088,23120,0.0542560554,0,23121,115606
4,0,conv5,reduce,1605632,25088,23120,0.0542560554,0,23121,115606
4,2,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,3,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,5,conv5,scatter,134848,2107,23120,0.0045566609,0,23121,115606
5,1,conv5,reduce,1605632,25088,23120,0.0542560554,0,23121,115606
6,16,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
6,17,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
6,18,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
6,19,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
6,20,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
6,21,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
7,20,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
7,21,conv6,scatter,81536,1274,46241,0.0013775654,23121,69363,115606
7,22,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
7,23,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
7,24,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
7,25,conv6,scatter,163072,2548,46241,0.0027551307,23121,69363,115606
8,6,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
9,7,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
10,6,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
11,7,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
12,6,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
13,7,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
14,6,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
15,7,conv6,reduce,1605632,25088,46241,0.0271274410,23121,69363,115606
18,16,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
19,17,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
20,16,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
21,17,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
22,16,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
23,17,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
24,16,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
25,17,conv7,reduce,1605632,25088,46241,0.0271274410,69363,115605,115606
