node,x,y,z,layer,r,c,role
0,0,0,0,conv5,0,0,accumulator
1,1,0,0,conv5,0,1,accumulator
2,2,0,0,conv5,0,2,accumulator
3,3,0,0,conv5,0,3,accumulator
4,4,0,0,conv5,0,4,accumulator
5,5,0,0,conv5,0,5,accumulator
6,0,1,0,conv5,0,6,accumulator
7,1,1,0,conv5,0,7,accumulator
8,2,1,0,conv5,1,0,tile
9,3,1,0,conv5,1,1,tile
10,4,1,0,conv5,1,2,tile
11,5,1,0,conv5,1,3,tile
12,0,2,0,conv5,1,4,tile
13,1,2,0,conv5,1,5,tile
14,2,2,0,conv5,1,6,tile
15,3,2,0,conv5,1,7,tile
16,4,2,0,conv5,2,0,tile
17,5,2,0,conv5,2,1,tile
18,0,3,0,conv5,2,2,tile
19,1,3,0,conv5,2,3,tile
20,2,3,0,conv5,2,4,tile
21,3,3,0,conv5,2,5,tile
22,4,3,0,conv5,2,6,tile
23,5,3,0,conv5,2,7,tile
24,0,4,0,conv6,0,0,accumulator
25,1,4,0,conv6,0,1,accumulator
26,2,4,0,conv6,0,2,accumulator
27,3,4,0,conv6,0,3,accumulator
28,4,4,0,conv6,0,4,accumulator
29,5,4,0,conv6,0,5,accumulator
30,0,5,0,conv6,0,6,accumulator
31,1,5,0,conv6,0,7,accumulator
32,2,5,0,conv6,1,0,tile
33,3,5,0,conv6,1,1,tile
34,4,5,0,conv6,1,2,tile
35,5,5,0,conv6,1,3,tile
36,0,0,1,conv6,1,4,tile
37,1,0,1,conv6,1,5,tile
38,2,0,1,conv6,1,6,tile
39,3,0,1,conv6,1,7,tile
40,4,0,1,conv6,2,0,tile
41,5,0,1,conv6,2,1,tile
42,0,1,1,conv6,2,2,tile
43,1,1,1,conv6,2,3,tile
44,2,1,1,conv6,2,4,tile
45,3,1,1,conv6,2,5,tile
46,4,1,1,conv6,2,6,tile
47,5,1,1,conv6,2,7,tile
48,0,2,1,conv6,3,0,tile
49,1,2,1,conv6,3,1,tile
50,2,2,1,conv6,3,2,tile
51,3,2,1,conv6,3,3,tile
52,4,2,1,conv6,3,4,tile
53,5,2,1,conv6,3,5,tile
54,0,3,1,conv6,3,6,tile
55,1,3,1,conv6,3,7,tile
56,2,3,1,conv6,4,0,tile
57,3,3,1,conv6,4,1,tile
58,4,3,1,conv6,4,2,tile
59,5,3,1,conv6,4,3,tile
60,0,4,1,conv6,4,4,tile
61,1,4,1,conv6,4,5,tile
62,2,4,1,conv6,4,6,tile
63,3,4,1,conv6,4,7,tile
64,4,4,1,conv7,0,0,accumulator
65,5,4,1,conv7,0,1,accumulator
66,0,5,1,conv7,0,2,accumulator
67,1,5,1,conv7,0,3,accumulator
68,2,5,1,conv7,0,4,accumulator
69,3,5,1,conv7,0,5,accumulator
70,4,5,1,conv7,0,6,accumulator
71,5,5,1,conv7,0,7,accumulator
72,0,0,2,conv7,1,0,tile
73,1,0,2,conv7,1,1,tile
74,2,0,2,conv7,1,2,tile
75,3,0,2,conv7,1,3,tile
76,4,0,2,conv7,1,4,tile
77,5,0,2,conv7,1,5,tile
78,0,1,2,conv7,1,6,tile
79,1,1,2,conv7,1,7,tile
80,2,1,2,conv7,2,0,tile
81,3,1,2,conv7,2,1,tile
82,4,1,2,conv7,2,2,tile
83,5,1,2,conv7,2,3,tile
84,0,2,2,conv7,2,4,tile
85,1,2,2,conv7,2,5,tile
86,2,2,2,conv7,2,6,tile
87,3,2,2,conv7,2,7,tile
88,4,2,2,conv7,3,0,tile
89,5,2,2,conv7,3,1,tile
90,0,3,2,conv7,3,2,tile
91,1,3,2,conv7,3,3,tile
92,2,3,2,conv7,3,4,tile
93,3,3,2,conv7,3,5,tile
94,4,3,2,conv7,3,6,tile
95,5,3,2,conv7,3,7,tile
96,0,4,2,conv7,4,0,tile
97,1,4,2,conv7,4,1,tile
98,2,4,2,conv7,4,2,tile
99,3,4,2,conv7,4,3,tile
100,4,4,2,conv7,4,4,tile
101,5,4,2,conv7,4,5,tile
102,0,5,2,conv7,4,6,tile
103,1,5,2,conv7,4,7,tile
104,2,5,2,-,,,idle
105,3,5,2,-,,,idle
106,4,5,2,-,,,idle
107,5,5,2,-,,,idle
