src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,3,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,6,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
0,9,attn_res,add,25216,394,11617,0.0016957907,0,11618,58097
1,0,q,reduce,302592,4728,5808,0.0407024793,0,5809,58097
1,4,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
1,7,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
1,9,attn_res,add,25216,394,11617,0.0016957907,0,11618,58097
2,0,q,reduce,302592,4728,5808,0.0407024793,0,5809,58097
2,5,k,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,8,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
2,9,attn_res,add,25216,394,11617,0.0016957907,0,11618,58097
4,3,k,reduce,302592,4728,5808,0.0407024793,0,5809,58097
5,3,k,reduce,302592,4728,5808,0.0407024793,0,5809,58097
6,9,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
6,10,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
6,11,v,scatter,25216,394,5808,0.0033918733,0,5809,58097
7,6,v,reduce,302592,4728,5808,0.0407024793,0,5809,58097
8,6,v,reduce,302592,4728,5808,0.0407024793,0,5809,58097
9,12,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,13,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,14,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,15,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,16,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,17,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,18,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,19,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,20,o,scatter,25216,394,5808,0.0033918733,5809,11618,58097
9,21,ffn_res,add,75648,1182,46477,0.0012715967,11618,58096,58097
10,9,o,reduce,302592,4728,5808,0.0407024793,5809,11618,58097
11,9,o,reduce,302592,4728,5808,0.0407024793,5809,11618,58097
12,21,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
12,22,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
12,23,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
12,24,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
13,25,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
13,26,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
13,27,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
13,28,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
14,29,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
14,30,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
14,31,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
14,32,ff1,scatter,25216,394,23238,0.0008477494,11618,34857,58097
15,12,ff1,reduce,403456,6304,23238,0.0135639900,11618,34857,58097
16,13,ff1,reduce,403456,6304,23238,0.0135639900,11618,34857,58097
17,14,ff1,reduce,403456,6304,23238,0.0135639900,11618,34857,58097
18,12,ff1,reduce,403456,6304,23238,0.0135639900,11618,34857,58097
19,13,ff1,reduce,403456,6304,23238,0.0135639900,11618,34857,58097
20,14,ff1,reduce,403456,6304,23238,0.0135639900,11618,34857,58097
22,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
23,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
24,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
25,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
26,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
27,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
28,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
29,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
30,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
31,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
32,21,ff2,reduce,302592,4728,23238,0.0101729925,34857,58096,58097
