src,dst,phase,class,bytes,packets,window,pir,t_on,t_off,t_period
0,1,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
0,5,conv5,scatter,90944,1421,23120,0.0030730969,0,23121,115606
0,6,conv5,scatter,90944,1421,23120,0.0030730969,0,23121,115606
0,7,conv5,scatter,94080,1470,23120,0.0031790657,0,23121,115606
0,8,conv5,scatter,90944,1421,23120,0.0030730969,0,23121,115606
0,9,conv5,scatter,94080,1470,23120,0.0031790657,0,23121,115606
0,10,conv5,scatter,90944,1421,23120,0.0030730969,0,23121,115606
0,11,conv5,scatter,94080,1470,23120,0.0031790657,0,23121,115606
0,12,conv5,scatter,90944,1421,23120,0.0030730969,0,23121,115606
0,13,conv5,scatter,90944,1421,23120,0.0030730969,0,23121,115606
1,0,conv5,reduce+scatter,3214400,50225,23120,0.1086180796,0,23121,115606
1,2,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
2,0,conv5,reduce,3211264,50176,23120,0.1085121107,0,23121,115606
2,1,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
3,0,conv5,reduce,3211264,50176,23120,0.1085121107,0,23121,115606
3,4,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
4,0,conv5,reduce,3211264,50176,23120,0.1085121107,0,23121,115606
4,3,conv5,scatter,3136,49,23120,0.0001059689,0,23121,115606
5,14,conv6,scatter,90944,1421,46241,0.0015365152,23121,69363,115606
5,15,conv6,scatter,90944,1421,46241,0.0015365152,23121,69363,115606
5,16,conv6,scatter,94080,1470,46241,0.0015894985,23121,69363,115606
5,17,conv6,scatter,90944,1421,46241,0.0015365152,23121,69363,115606
5,18,conv6,scatter,94080,1470,46241,0.0015894985,23121,69363,115606
5,19,conv6,scatter,90944,1421,46241,0.0015365152,23121,69363,115606
5,20,conv6,scatter,94080,1470,46241,0.0015894985,23121,69363,115606
5,21,conv6,scatter,90944,1421,46241,0.0015365152,23121,69363,115606
5,22,conv6,scatter,90944,1421,46241,0.0015365152,23121,69363,115606
6,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
7,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
8,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
9,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
10,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
11,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
12,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
13,5,conv6,reduce,3211264,50176,46241,0.0542548820,23121,69363,115606
15,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
16,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
17,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
18,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
19,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
20,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
21,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
22,14,conv7,reduce,3211264,50176,46241,0.0542548820,69363,115605,115606
