arm,start,E,ES,E50,E40,PL_PF,CCx,perm
bN,int0,0.0,0.1197,0.3519,0.3568,0.4918,1.5425,51 50 15 14 62 64 69 18 99 13 26 91 20 85 25 67 98 48 60 54 68 19 63 49 61 56 92 93 86 97 55 44 57 46 52 58 45 43 28 8 21 10 16 22 9 7
bN,int1,0.0,-0.0393,0.7179,0.7385,0.4918,1.5545,51 43 86 79 46 71 47 99 53 98 10 27 39 93 9 69 81 21 40 82 91 26 57 45 62 64 22 16 59 15 56 44 49 61 55 52 58 50 92 80 85 97 68 88 94 87
bN,int2,0.0,0.1409,0.253,0.332,0.7377,1.5817,56 87 20 14 61 46 65 82 21 81 23 40 59 39 22 10 93 9 94 11 53 47 57 43 45 64 88 89 100 50 58 44 51 63 55 52 62 16 25 8 15 27 19 49 26 13
bN,int3,0.0,0.0924,0.4166,0.4166,0.6557,1.5636,50 43 86 79 88 52 25 61 26 87 60 22 19 15 97 53 101 10 28 40 24 16 64 62 51 63 20 59 54 21 58 49 44 45 56 46 55 57 94 85 80 81 92 82 91 93
bN,int4,0.0,0.2127,0.2005,0.3184,0.5464,1.5109,51 44 87 80 82 64 93 100 14 69 21 28 92 27 19 70 20 94 54 65 91 99 61 63 55 57 53 59 68 22 62 58 43 50 52 46 49 45 98 88 79 86 16 56 85 81
bN,int5,0.0,0.1823,0.2349,0.2673,0.7705,1.5233,57 58 21 56 97 25 37 92 86 93 48 14 13 20 42 68 85 26 12 22 79 19 43 44 55 50 91 54 38 80 62 51 64 52 63 61 46 45 27 15 28 16 99 98 10 9
bN,int6,0.0,0.2329,0.2476,0.3975,0.4918,1.5371,57 43 21 7 73 50 32 14 99 15 98 86 92 13 20 38 97 85 68 80 26 48 56 51 44 49 69 70 93 87 61 45 46 55 63 64 58 52 25 9 10 19 27 28 22 16
bN,int7,0.0,0.1521,0.3871,0.4192,0.4918,1.5649,52 64 88 100 61 36 19 14 54 15 67 92 60 93 97 26 98 21 25 68 96 20 49 62 55 57 48 91 85 27 51 63 44 46 45 43 50 58 87 99 80 82 81 79 86 94
