arm,start,E,ES,E50,E40,PL_PF,CCx,perm
aN,int0,0.0,0.2202,0.0213,0.0299,1.0935,1.5516,62 2 15 57 50 20 21 28 98 68 53 94 55 63 51 43 49 88 52 79 67 69 16 12 91 27 93 8 54 99 87 40 58 61 19 45 59 97 64 39 56 60 42 9 46 7 10 81 47 25 26 44
aN,int1,0.5756,0.0846,0.4414,0.241,1.089,1.5541,58 44 94 62 92 80 100 98 56 67 20 26 63 64 55 86 85 46 60 88 69 57 54 48 27 65 91 59 99 22 19 74 45 51 52 42 9 28 16 79 81 93 13 7 61 87 49 96 39 14 53 43
aN,int2,0.5788,0.1287,0.1708,0.1698,1.093,1.545,61 91 45 44 25 50 9 8 97 55 81 80 86 19 58 94 37 27 57 49 85 99 54 63 42 7 22 62 51 14 59 43 64 52 56 46 30 87 68 10 28 88 20 89 100 53 93 82 65 16 92 47
aN,int3,0.0,0.1208,0.1907,0.1473,1.0845,1.4977,16 92 19 61 27 9 15 25 69 91 66 97 44 50 51 49 63 62 88 56 21 99 58 85 38 31 57 48 42 67 52 13 64 43 46 45 65 7 10 39 28 37 47 81 100 6 40 55 70 79 82 80
aN,int4,0.0,0.1374,0.0744,0.1183,1.0989,1.5443,62 100 20 101 99 69 19 28 67 97 21 61 51 57 56 45 63 65 25 50 86 94 92 16 15 80 58 39 87 93 68 90 44 10 49 43 22 81 48 79 14 55 54 37 38 40 85 7 8 47 13 42
aN,int5,0.0,0.1192,0.2344,0.1997,1.0827,1.5271,42 10 18 46 43 39 54 11 8 9 19 64 56 52 57 55 62 82 58 49 20 88 21 61 25 16 93 79 68 53 59 37 63 51 44 50 27 65 45 92 99 100 47 87 69 28 40 15 98 70 29 86
aN,int6,0.5739,0.0763,0.5472,0.4255,1.0805,1.5562,80 63 42 43 86 99 52 87 10 27 45 91 50 48 49 51 79 13 62 81 15 7 97 8 93 61 55 39 14 19 67 56 64 58 46 54 28 22 47 85 65 21 40 66 70 59 82 60 100 94 44 84
aN,int7,0.7869,0.0454,0.5053,0.3331,1.0802,1.5538,50 81 58 43 14 10 22 7 86 82 94 97 49 80 44 51 55 64 63 52 13 79 68 88 85 34 98 15 48 67 25 87 57 56 45 62 99 19 46 2 27 26 8 42 21 74 39 38 20 92 9 61
